job_id,cluster
3884438814,3
3884438824,1
3884438827,2
3884438892,2
3884438893,2
3884438894,2
3884438903,1
3884438904,1
3884438905,0
3884438958,1
3884438960,1
3884438966,2
3884438967,1
3884439002,2
3884439160,2
3884439167,2
3884439171,2
3884439188,1
3884439191,1
3884439199,1
3884439201,1
3884439216,2
3884439226,2
3884439235,3
3884439240,1
3884439244,1
3884439249,2
3884439251,2
3884439253,2
3884439254,2
3884439265,0
3884439266,1
3884439269,2
3884439271,2
3884439275,2
3884439284,2
3884439285,2
3884439287,2
3884439288,2
3884439306,1
3884439343,2
3884439345,1
3884439350,2
3884439351,1
3884439352,2
3884439358,2
3884439362,2
3884439366,2
3884439373,1
3884439374,1
3884439380,2
3884439401,1
3884439414,3
3884439419,1
3884439422,1
3884439423,1
3884439425,2
3884439429,1
3884439431,1
3884439434,0
3884439441,1
3884439442,1
3884439444,1
3884439445,1
3884439446,1
3884439447,1
3884439451,1
3884439453,1
3884439454,1
3884439460,3
3884439475,2
3884439523,3
3884439533,0
3884439547,1
3884439550,1
3884439560,1
3884439561,4
3884439562,0
3884439563,1
3884439564,2
3884439565,1
3884439566,1
3884439567,2
3884439588,2
3884439590,1
3884439612,2
3884439641,2
3884439643,3
3884439660,1
3884439674,1
3884439682,2
3884439683,2
3884439684,2
3884439687,2
3884439694,3
3884439697,1
3884439702,2
3884439706,1
3884439711,2
3884439718,1
3884439729,2
3884439749,2
3884439761,2
3884439780,1
3884439781,1
3884439796,2
3884439805,3
3884439807,1
3884439827,2
3884439828,1
3884439849,1
3884439861,2
3884439884,1
3884439917,1
3884439918,1
3884439919,1
3884439928,2
3884439949,2
3884440051,1
3884440070,1
3884440074,0
3884440092,2
3884440094,1
3884440104,2
3884440107,1
3884440113,1
3884440114,2
3884440117,1
3884440119,1
3884440140,1
3884440143,1
3884440144,1
3884440148,2
3884440149,2
3884440160,2
3884440165,2
3884440188,1
3884440190,0
3884440192,1
3884440195,0
3884440200,2
3884440201,1
3884440202,1
3884440207,2
3884440213,2
3884440218,1
3884440219,1
3884440221,1
3884440227,1
3884440229,1
3884440234,1
3884440235,1
3884440238,2
3884440239,2
3884440240,3
3884440246,2
3884440251,2
3884440260,3
3884440264,3
3884440265,3
3884440267,2
3884440270,2
3884440284,1
3884440285,1
3884440287,1
3884440288,1
3884440289,1
3884440290,1
3884440298,2
3884440299,2
3884440303,1
3884440304,1
3884440307,1
3884440308,1
3884440309,2
3884440311,2
3884440312,1
3884440327,3
3884440328,1
3884440329,1
3884440332,2
3884440371,2
3884440381,1
3884440391,1
3884440397,2
3884440398,2
3884440400,2
3884440405,0
3884440407,1
3884440410,1
3884440411,2
3884440418,2
3884440420,1
3884440442,2
3884440444,3
3884440453,1
3884440455,2
3884440478,1
3884440484,2
3884440498,1
3884440505,4
3884440517,2
3884440531,2
3884440532,2
3884440533,2
3884440534,2
3884440541,2
3884440568,1
3884440596,1
3884440598,2
3884440599,2
3884440607,2
3884440612,2
3884440623,2
3884440624,2
3884440628,2
3884440631,0
3884440639,1
3884440643,1
3884440647,1
3884440653,2
3884440655,2
3884440656,3
3884440663,1
3884440664,2
3884440668,2
3884440675,1
3884440685,1
3884440697,2
3884440698,1
3884440712,2
3884440723,2
3884440724,2
3884440726,2
3884440730,1
3884440740,2
3884440742,2
3884440743,1
3884440776,4
3884440786,2
3884440796,0
3884440801,1
3884440803,1
3884440805,1
3884440807,2
3884440818,0
3884440821,2
3884440822,2
3884440823,1
3884440824,1
3884440833,2
3884440844,2
